# time[ns]	divertor_load[W]	error[W]	
1539179711343392256	131252.13415442745	31524.42088391371	
1539179711353392384	35420.260904253795	31524.42088391371	
1539179711363392512	99990.02093473065	31524.42088391371	
1539179711373392384	153134.61081560494	31524.42088391371	
1539179711383392256	92944.6742174729	31524.42088391371	
1539179711393392384	36582.69385483786	31524.42088391371	
1539179711403392512	165111.7721218821	31524.42088391371	
1539179711413392384	132730.90466067116	31524.42088391371	
1539179711423392256	310188.70674449916	31524.42088391371	
1539179711433392384	257764.26505638703	31524.42088391371	
1539179711443392512	485026.1093605282	31524.42088391371	
1539179711453392384	447785.80211737036	31524.42088391371	
1539179711463392256	472990.0900739632	31524.42088391371	
1539179711473392384	658297.4936476267	31524.42088391371	
1539179711483392512	563370.0424697855	31524.42088391371	
1539179711493392384	718294.1246564604	31524.42088391371	
1539179711503392256	760635.69111269	31524.42088391371	
1539179711513392384	845930.7658631047	31524.42088391371	
1539179711523392512	751131.8896568095	31524.42088391371	
1539179711533392384	777179.1516120422	31524.42088391371	
1539179711543392256	858625.4071350057	31524.42088391371	
1539179711553392384	808568.7046924143	31524.42088391371	
1539179711563392512	891867.7269055754	31524.42088391371	
1539179711573392384	1024968.530292287	31524.42088391371	
1539179711583392256	894518.8046410641	31524.42088391371	
1539179711593392384	992796.1578914366	31524.42088391371	
1539179711603392512	999155.2872463221	31524.42088391371	
1539179711613392384	919462.0823308242	31524.42088391371	
1539179711623392256	892766.7056936859	31524.42088391371	
1539179711633392384	1123519.498018654	31524.42088391371	
1539179711643392512	1070031.6347461941	31524.42088391371	
1539179711653392384	1059999.855527176	31524.42088391371	
1539179711663392256	1340927.0568200487	31524.42088391371	
1539179711673392384	1258048.507315499	31524.42088391371	
1539179711683392512	1424679.5458784013	31524.42088391371	
1539179711693392384	1532073.199237852	31524.42088391371	
1539179711703392256	1751201.3285692562	31524.42088391371	
1539179711713392384	1637641.4058720854	31524.42088391371	
1539179711723392512	1874942.9080020324	31524.42088391371	
1539179711733392384	2093957.2285475598	31524.42088391371	
1539179711743392512	1992436.9121634378	31524.42088391371	
1539179711753392384	2232371.4381422866	31524.42088391371	
1539179711763392512	2271627.4980998994	31524.42088391371	
1539179711773392384	2370442.6596807768	31524.42088391371	
1539179711783392256	2236245.2803363525	31524.42088391371	
1539179711793392384	2374775.2183048255	31524.42088391371	
1539179711803392512	2380123.043699398	31524.42088391371	
1539179711813392384	2362182.6080084853	31524.42088391371	
1539179711823392256	2490819.2829171726	31524.42088391371	
1539179711833392384	2407189.9321670956	31524.42088391371	
1539179711843392512	2393053.078500693	31524.42088391371	
1539179711853392384	2350252.288062434	31524.42088391371	
1539179711863392256	2334514.3679715013	31524.42088391371	
1539179711873392384	2313178.262678299	31524.42088391371	
1539179711883392512	2512451.3463638136	31524.42088391371	
1539179711893392384	2387121.389307677	31524.42088391371	
1539179711903392512	2489505.5527683627	31524.42088391371	
1539179711913392384	2432796.339620146	31524.42088391371	
1539179711923392512	2412543.028294462	31524.42088391371	
1539179711933392384	2386128.0188530176	31524.42088391371	
1539179711943392256	2430807.9882091405	31524.42088391371	
1539179711953392384	2365295.3010769933	31524.42088391371	
1539179711963392512	2414385.4747597077	31524.42088391371	
1539179711973392384	2526999.382258894	31524.42088391371	
1539179711983392256	2260984.0340724876	31524.42088391371	
1539179711993392384	2417283.2390576326	31524.42088391371	
