-1.268725000000000103e+00 4.773255899999999663e+00 -6.672059599999999868e-01 -1.268820300000000012e+00 4.772846099999999758e+00 -6.667105899999999918e-01 -1.268629599999999913e+00 4.773665799999999848e+00 -6.677013400000000320e-01 -1.267066699999999990e+00 4.773795200000000349e+00 -6.664514200000000166e-01 -1.270383199999999935e+00 4.772716700000000145e+00 -6.679605100000000073e-01
-1.267980000000000107e+00 4.776459000000000010e+00 -6.710780299999999921e-01 -1.268075300000000016e+00 4.776049200000000106e+00 -6.705826599999999971e-01 -1.267884599999999917e+00 4.776868900000000195e+00 -6.715734100000000373e-01 -1.266321699999999995e+00 4.776998299999999809e+00 -6.703234899999999108e-01 -1.269638199999999939e+00 4.775919799999999604e+00 -6.718325799999999015e-01
-1.267235000000000111e+00 4.779663100000000497e+00 -6.749489599999999312e-01 -1.267330300000000021e+00 4.779253200000000312e+00 -6.744535799999999970e-01 -1.267139599999999922e+00 4.780072900000000402e+00 -6.754443399999999764e-01 -1.265576699999999999e+00 4.780202300000000015e+00 -6.741944100000000217e-01 -1.268893199999999943e+00 4.779123799999999811e+00 -6.757035100000000627e-01
-1.266488999999999976e+00 4.782867100000000704e+00 -6.788209500000000896e-01 -1.266584399999999944e+00 4.782457299999999911e+00 -6.783255800000000946e-01 -1.266393700000000067e+00 4.783277000000000001e+00 -6.793163300000000238e-01 -1.264830799999999922e+00 4.783406400000000502e+00 -6.780664100000000083e-01 -1.268147299999999866e+00 4.782327900000000298e+00 -6.795754999999999990e-01
-1.266002000000000072e+00 4.786776699999999884e+00 -6.826219899999999008e-01 -1.266021300000000016e+00 4.786265300000000167e+00 -6.822214500000000070e-01 -1.265982600000000069e+00 4.787288199999999883e+00 -6.830225400000000668e-01 -1.264343699999999959e+00 4.787316000000000571e+00 -6.818674500000000416e-01 -1.267660199999999904e+00 4.786237499999999478e+00 -6.833765400000000323e-01
-1.265849999999999920e+00 4.790774799999999445e+00 -6.857520300000000679e-01 -1.265869399999999922e+00 4.790263399999999727e+00 -6.853514900000000631e-01 -1.265830600000000139e+00 4.791286299999999443e+00 -6.861525699999999617e-01 -1.264191700000000029e+00 4.791314100000000131e+00 -6.849974799999999364e-01 -1.267508199999999974e+00 4.790235599999999927e+00 -6.865065800000000884e-01
-1.265697999999999990e+00 4.794772899999999893e+00 -6.888829800000000336e-01 -1.265717399999999992e+00 4.794261500000000176e+00 -6.884824399999999178e-01 -1.265678599999999987e+00 4.795284399999999891e+00 -6.892835200000000384e-01 -1.264039799999999936e+00 4.795312200000000580e+00 -6.881284300000000131e-01 -1.267356300000000102e+00 4.794233699999999487e+00 -6.896375299999999431e-01
-1.265546999999999978e+00 4.798772000000000482e+00 -6.920130199999999787e-01 -1.265566399999999980e+00 4.798260500000000484e+00 -6.916124700000000347e-01 -1.265527599999999975e+00 4.799283400000000199e+00 -6.924135599999999835e-01 -1.263888799999999923e+00 4.799311199999999999e+00 -6.912584699999999582e-01 -1.267205299999999868e+00 4.798232699999999795e+00 -6.927675600000000600e-01
-1.265712999999999866e+00 4.803321799999999975e+00 -6.948350499999998986e-01 -1.265655399999999986e+00 4.802738999999999869e+00 -6.945532199999999712e-01 -1.265770700000000026e+00 4.803904700000000361e+00 -6.951168800000000481e-01 -1.264054800000000034e+00 4.803861099999999773e+00 -6.940805100000000394e-01 -1.267371299999999978e+00 4.802782599999999569e+00 -6.955896000000000301e-01
-1.266162900000000091e+00 4.807876900000000120e+00 -6.970369700000000890e-01 -1.266105299999999989e+00 4.807293999999999734e+00 -6.967551400000000505e-01 -1.266220600000000029e+00 4.808459799999999618e+00 -6.973188000000000164e-01 -1.264504700000000037e+00 4.808416099999999638e+00 -6.962824199999999575e-01 -1.267821199999999982e+00 4.807337600000000322e+00 -6.977915199999999984e-01
-1.266613999999999907e+00 4.812432300000000218e+00 -6.992399599999999937e-01 -1.266556299999999968e+00 4.811849399999999832e+00 -6.989581300000000663e-01 -1.266671700000000067e+00 4.813015100000000324e+00 -6.995217900000000322e-01 -1.264955700000000016e+00 4.812971499999999736e+00 -6.984854099999999733e-01 -1.268272199999999961e+00 4.811893000000000420e+00 -6.999945099999999032e-01
-1.267065000000000108e+00 4.816986700000000177e+00 -7.014430199999999171e-01 -1.267007299999999947e+00 4.816403799999999791e+00 -7.011611899999999897e-01 -1.267122700000000046e+00 4.817569599999999674e+00 -7.017248499999999556e-01 -1.265406699999999995e+00 4.817525899999999695e+00 -7.006884800000000579e-01 -1.268723199999999940e+00 4.816447400000000378e+00 -7.021975700000000487e-01
-1.267856000000000094e+00 4.821981799999999652e+00 -7.032089999999999730e-01 -1.267724599999999979e+00 4.821362300000000545e+00 -7.030625200000000241e-01 -1.267987399999999987e+00 4.822601299999999647e+00 -7.033554800000000329e-01 -1.266197699999999982e+00 4.822521100000000338e+00 -7.024544500000000635e-01 -1.269514199999999926e+00 4.821442600000000134e+00 -7.039635499999999935e-01
-1.268883100000000042e+00 4.826824300000000179e+00 -7.043540199999999141e-01 -1.268751699999999927e+00 4.826204800000000184e+00 -7.042075300000000260e-01 -1.269014399999999876e+00 4.827443800000000174e+00 -7.045005000000000850e-01 -1.267224800000000151e+00 4.827363599999999977e+00 -7.035994700000000046e-01 -1.270541300000000096e+00 4.826285099999999773e+00 -7.051085700000000456e-01
-1.269910000000000094e+00 4.831665000000000099e+00 -7.054990399999999662e-01 -1.269778700000000038e+00 4.831045500000000104e+00 -7.053525500000000781e-01 -1.270041399999999987e+00 4.832284500000000094e+00 -7.056455200000000261e-01 -1.268251800000000040e+00 4.832204299999999897e+00 -7.047444900000000567e-01 -1.271568299999999985e+00 4.831125799999999693e+00 -7.062535899999999867e-01
-1.270936099999999902e+00 4.836507000000000112e+00 -7.066439800000000604e-01 -1.270804700000000009e+00 4.835887500000000117e+00 -7.064975000000000005e-01 -1.271067399999999958e+00 4.837126500000000107e+00 -7.067904699999999485e-01 -1.269277800000000012e+00 4.837046199999999629e+00 -7.058894300000000399e-01 -1.272594299999999956e+00 4.835967700000000313e+00 -7.073985299999999699e-01
-1.272306099999999995e+00 4.841649799999999892e+00 -7.072479999999999878e-01 -1.272108800000000040e+00 4.841030599999999851e+00 -7.072455600000000508e-01 -1.272503300000000115e+00 4.842268999999999934e+00 -7.072504399999999247e-01 -1.270647799999999883e+00 4.842189000000000298e+00 -7.064934499999999673e-01 -1.273964300000000049e+00 4.841110500000000094e+00 -7.080025500000001193e-01
-1.273848000000000091e+00 4.846490199999999859e+00 -7.072669999999999790e-01 -1.273650799999999972e+00 4.845870999999999817e+00 -7.072645600000000421e-01 -1.274045300000000047e+00 4.847109399999999901e+00 -7.072694400000000270e-01 -1.272189800000000037e+00 4.847029400000000265e+00 -7.065124500000000696e-01 -1.275506299999999982e+00 4.845950900000000061e+00 -7.080215499999999995e-01
-1.275388999999999884e+00 4.851331200000000621e+00 -7.072859999999999703e-01 -1.275191799999999986e+00 4.850711999999999691e+00 -7.072835499999999831e-01 -1.275586200000000003e+00 4.851950399999999775e+00 -7.072884399999999072e-01 -1.273730800000000052e+00 4.851870400000000139e+00 -7.065314499999999498e-01 -1.277047299999999996e+00 4.850791899999999934e+00 -7.080405399999999405e-01
-1.276930099999999957e+00 4.856170999999999793e+00 -7.073049899999999113e-01 -1.276732899999999837e+00 4.855551799999999751e+00 -7.073025499999999743e-01 -1.277127299999999854e+00 4.856790199999999835e+00 -7.073074300000000703e-01 -1.275271800000000066e+00 4.856710200000000199e+00 -7.065504500000000521e-01 -1.278588300000000011e+00 4.855631699999999995e+00 -7.080595400000000428e-01
-1.278798000000000101e+00 4.861157200000000067e+00 -7.067130299999999643e-01 -1.278546599999999867e+00 4.860574999999999868e+00 -7.068548599999999738e-01 -1.279049399999999892e+00 4.861739499999999659e+00 -7.065712000000000659e-01 -1.277139699999999989e+00 4.861696499999999865e+00 -7.059584800000000548e-01 -1.280456200000000155e+00 4.860617999999999661e+00 -7.074675799999999848e-01
-1.280761999999999956e+00 4.865708900000000448e+00 -7.056040199999999984e-01 -1.280510600000000165e+00 4.865126599999999968e+00 -7.057458500000000079e-01 -1.281013500000000027e+00 4.866291200000000039e+00 -7.054621899999999890e-01 -1.279103800000000124e+00 4.866248200000000246e+00 -7.048494700000000890e-01 -1.282420300000000069e+00 4.865169700000000041e+00 -7.063585700000000189e-01
-1.282727099999999787e+00 4.870259700000000080e+00 -7.044960000000000111e-01 -1.282475599999999938e+00 4.869677399999999601e+00 -7.046378300000000205e-01 -1.282978500000000022e+00 4.870841999999999672e+00 -7.043541700000000017e-01 -1.281068699999999838e+00 4.870798999999999879e+00 -7.037414599999999298e-01 -1.284385399999999899e+00 4.869720500000000563e+00 -7.052505499999999206e-01
-1.284692100000000003e+00 4.874812000000000367e+00 -7.033869900000000452e-01 -1.284440600000000154e+00 4.874229699999999887e+00 -7.035288199999999437e-01 -1.284943500000000016e+00 4.875394299999999959e+00 -7.032451600000000358e-01 -1.283033800000000113e+00 4.875351300000000165e+00 -7.026324499999999640e-01 -1.286350400000000116e+00 4.874272799999999961e+00 -7.041415399999999547e-01
-1.306235700000000000e+00 4.838928199999999791e+00 -6.303397400000000372e-01 -1.310577099999999939e+00 4.837516199999999600e+00 -6.323149900000000212e-01 -1.301894100000000165e+00 4.840340000000000309e+00 -6.283640299999999623e-01 -1.306512899999999977e+00 4.841181000000000623e+00 -6.313100099999999770e-01 -1.305957899999999894e+00 4.836674799999999941e+00 -6.293699999999999850e-01
