# kbolo     # volume
0.000127    0.000000
0.000157    0.000000
0.000184    0.000000
0.000201    0.000000
0.000095    0.000000
0.000070    0.000000
0.000028    0.000000
0.000032    0.000000
0.000325    0.000000
0.000445    0.000000
0.000579    0.000000
0.000722    0.000000
0.001090    0.000000
0.001247    0.000000
0.001378    0.000000
